[2B] HIEU CHINH ACCELEROMETER (6-position method)
Chuan bi 6 vi tri cam bien, moi vi tri lay 200 mau.
Bam phim bat ky de chuyen sang vi tri tiep theo.


Pos 1 - Z HUONG LEN   (mat cam bien nhin len tran)  → Az ≈ +1g
>> Dat dung vi tri roi nhan phim bat ky:
0.0688,0.0083,0.9536
0.0675,0.0072,0.9565
0.0688,0.0071,0.9552
0.0676,0.0073,0.9570
0.0686,0.0052,0.9550
0.0660,0.0060,0.9562
0.0679,0.0049,0.9581
0.0690,0.0068,0.9563
0.0675,0.0028,0.9556
0.0660,0.0062,0.9532
0.0668,0.0068,0.9548
0.0668,0.0063,0.9515
0.0656,0.0078,0.9578
0.0684,0.0077,0.9534
0.0697,0.0070,0.9546
0.0665,0.0082,0.9557
0.0679,0.0049,0.9559
0.0688,0.0050,0.9585
0.0697,0.0087,0.9528
0.0681,0.0071,0.9580
0.0687,0.0063,0.9574
0.0670,0.0057,0.9554
0.0687,0.0092,0.9545
0.0664,0.0079,0.9539
0.0685,0.0067,0.9525
0.0668,0.0089,0.9539
0.0685,0.0067,0.9556
0.0690,0.0054,0.9552
0.0686,0.0066,0.9561
0.0688,0.0055,0.9581
0.0684,0.0072,0.9573
0.0695,0.0065,0.9559
0.0681,0.0054,0.9537
0.0677,0.0027,0.9554
0.0675,0.0079,0.9521
0.0665,0.0068,0.9563
0.0658,0.0054,0.9559
0.0673,0.0076,0.9541
0.0674,0.0038,0.9539
0.0669,0.0070,0.9534
0.0686,0.0052,0.9561
0.0675,0.0048,0.9564
0.0690,0.0056,0.9564
0.0696,0.0067,0.9557
0.0688,0.0060,0.9563
0.0695,0.0046,0.9524
0.0693,0.0050,0.9563
0.0693,0.0046,0.9542
0.0684,0.0068,0.9564
0.0658,0.0061,0.9556
0.0679,0.0061,0.9542
0.0664,0.0060,0.9563
0.0668,0.0077,0.9551
0.0703,0.0073,0.9556
0.0654,0.0079,0.9573
0.0680,0.0068,0.9567
0.0685,0.0072,0.9518
0.0698,0.0093,0.9513
0.0669,0.0089,0.9574
0.0658,0.0054,0.9556
0.0679,0.0035,0.9585
0.0684,0.0033,0.9561
0.0674,0.0039,0.9535
0.0693,0.0050,0.9550
0.0680,0.0060,0.9548
0.0695,0.0059,0.9557
0.0677,0.0071,0.9595
0.0670,0.0065,0.9583
0.0677,0.0071,0.9564
0.0677,0.0077,0.9574
0.0688,0.0035,0.9572
0.0673,0.0054,0.9534
0.0670,0.0059,0.9572
0.0688,0.0059,0.9568
0.0703,0.0061,0.9564
0.0701,0.0046,0.9562
0.0696,0.0055,0.9567
0.0659,0.0111,0.9567
0.0657,0.0082,0.9570
0.0682,0.0050,0.9567
0.0691,0.0060,0.9531
0.0707,0.0065,0.9570
0.0695,0.0055,0.9562
0.0664,0.0070,0.9559
0.0692,0.0079,0.9561
0.0680,0.0090,0.9552
0.0669,0.0028,0.9567
0.0660,0.0063,0.9573
0.0662,0.0040,0.9532
0.0677,0.0077,0.9520
0.0660,0.0061,0.9547
0.0671,0.0043,0.9545
0.0670,0.0050,0.9543
0.0676,0.0072,0.9528
0.0696,0.0082,0.9569
0.0681,0.0072,0.9545
0.0659,0.0073,0.9534
0.0687,0.0078,0.9535
0.0714,0.0039,0.9535
0.0663,0.0044,0.9523
0.0687,0.0072,0.9572
0.0679,0.0076,0.9534
0.0682,0.0048,0.9548
0.0703,0.0079,0.9570
0.0697,0.0061,0.9535
0.0713,0.0052,0.9574
0.0690,0.0074,0.9575
0.0691,0.0052,0.9557
0.0681,0.0056,0.9589
0.0681,0.0062,0.9557
0.0675,0.0074,0.9600
0.0676,0.0063,0.9580
0.0673,0.0049,0.9580
0.0698,0.0057,0.9552
0.0677,0.0066,0.9537
0.0687,0.0071,0.9576
0.0670,0.0094,0.9551
0.0669,0.0052,0.9575
0.0679,0.0049,0.9537
0.0667,0.0055,0.9525
0.0677,0.0051,0.9545
0.0670,0.0028,0.9587
0.0688,0.0084,0.9567
0.0670,0.0073,0.9565
0.0706,0.0050,0.9554
0.0680,0.0093,0.9563
0.0708,0.0054,0.9545
0.0703,0.0057,0.9584
0.0673,0.0066,0.9590
0.0675,0.0065,0.9563
0.0701,0.0059,0.9559
0.0701,0.0050,0.9551
0.0670,0.0067,0.9543
0.0682,0.0037,0.9559
0.0645,0.0052,0.9570
0.0679,0.0082,0.9585
0.0668,0.0056,0.9576
0.0679,0.0054,0.9552
0.0674,0.0078,0.9581
0.0670,0.0046,0.9565
0.0668,0.0071,0.9564
0.0664,0.0073,0.9562
0.0673,0.0044,0.9562
0.0704,0.0061,0.9557
0.0699,0.0049,0.9564
0.0675,0.0067,0.9543
0.0667,0.0087,0.9508
0.0675,0.0081,0.9563
0.0670,0.0059,0.9528
0.0671,0.0084,0.9543
0.0660,0.0061,0.9569
0.0663,0.0059,0.9558
0.0701,0.0054,0.9558
0.0668,0.0081,0.9553
0.0687,0.0071,0.9556
0.0686,0.0052,0.9536
0.0680,0.0054,0.9594
0.0643,0.0052,0.9563
0.0671,0.0081,0.9536
0.0708,0.0062,0.9550
0.0707,0.0067,0.9572
0.0656,0.0049,0.9564
0.0671,0.0067,0.9574
0.0668,0.0042,0.9543
0.0674,0.0062,0.9523
0.0663,0.0052,0.9526
0.0677,0.0074,0.9572
0.0679,0.0042,0.9576
0.0713,0.0067,0.9556
0.0688,0.0094,0.9564
0.0667,0.0067,0.9552
0.0653,0.0079,0.9539
0.0691,0.0057,0.9562
0.0684,0.0051,0.9565
0.0674,0.0060,0.9537
0.0698,0.0073,0.9576
0.0674,0.0063,0.9546
0.0696,0.0089,0.9524
0.0684,0.0083,0.9552
0.0688,0.0052,0.9553
0.0680,0.0034,0.9559
0.0684,0.0059,0.9564
0.0674,0.0055,0.9557
0.0691,0.0059,0.9567
0.0677,0.0043,0.9567
0.0657,0.0068,0.9565
0.0686,0.0052,0.9556
0.0679,0.0065,0.9550
0.0663,0.0087,0.9534
0.0681,0.0056,0.9558
0.0676,0.0068,0.9561
0.0671,0.0039,0.9556
0.0687,0.0049,0.9583
0.0696,0.0049,0.9546
0.0682,0.0056,0.9559
0.0674,0.0059,0.9556
0.0673,0.0042,0.9561
0.0670,0.0052,0.9546
0.0665,0.0054,0.9551
0.0679,0.0083,0.9531
  Ax=0.0680  Ay=0.0062  Az=0.9556

Pos 2 - Z HUONG XUONG (lat nguoc, mat nhin xuong)   → Az ≈ -1g
>> Dat dung vi tri roi nhan phim bat ky:
-0.0167,0.0234,-1.0724
-0.0194,0.0259,-1.0741
-0.0175,0.0221,-1.0743
-0.0186,0.0244,-1.0674
-0.0170,0.0237,-1.0627
-0.0170,0.0228,-1.0638
-0.0189,0.0270,-1.0789
-0.0210,0.0249,-1.0741
-0.0217,0.0231,-1.0684
-0.0200,0.0262,-1.0726
-0.0189,0.0264,-1.0825
-0.0217,0.0260,-1.0735
-0.0189,0.0240,-1.0649
-0.0192,0.0242,-1.0682
-0.0178,0.0243,-1.0708
-0.0151,0.0258,-1.0792
-0.0157,0.0247,-1.0703
-0.0172,0.0223,-1.0634
-0.0181,0.0238,-1.0662
-0.0183,0.0259,-1.0706
-0.0190,0.0245,-1.0747
-0.0166,0.0259,-1.0757
-0.0179,0.0255,-1.0758
-0.0159,0.0261,-1.0696
-0.0148,0.0225,-1.0681
-0.0170,0.0240,-1.0675
-0.0172,0.0255,-1.0734
-0.0160,0.0248,-1.0729
-0.0183,0.0259,-1.0730
-0.0138,0.0270,-1.0679
-0.0151,0.0280,-1.0723
-0.0172,0.0251,-1.0768
-0.0190,0.0288,-1.0739
-0.0151,0.0239,-1.0712
-0.0171,0.0234,-1.0692
-0.0159,0.0245,-1.0731
-0.0171,0.0219,-1.0651
-0.0160,0.0248,-1.0745
-0.0140,0.0259,-1.0662
-0.0165,0.0222,-1.0715
-0.0179,0.0243,-1.0786
-0.0159,0.0240,-1.0767
