0.3561,-0.1061,0.2263
0.2906,-0.2383,0.2206
0.3189,-0.1456,0.2404
0.3049,-0.2033,0.2051
0.2989,-0.1915,0.2527
0.3132,-0.2694,0.2621
0.2936,-0.2119,0.2382
0.2710,-0.2411,0.2801
0.2932,-0.1174,0.1938
0.3924,-0.1447,0.2965
0.2959,-0.2524,0.1574
0.2933,-0.1793,0.2632
0.3604,-0.2026,0.2541
0.3466,-0.2232,0.2297
0.3352,-0.1603,0.2145
0.2835,-0.1114,0.1967
0.2650,-0.0851,0.1813
0.3017,-0.2197,0.1864
0.3175,-0.2648,0.2313
0.4009,-0.2360,0.2399
0.2944,-0.2552,0.2929
0.3118,-0.2187,0.1326
0.3542,-0.1657,0.2659
0.3443,-0.1728,0.2528
0.3364,-0.2729,0.3532
0.3684,-0.1034,0.2484
0.2829,-0.2465,0.2802
0.3332,-0.1875,0.2474
0.4023,-0.1228,0.2281
0.1969,-0.1700,0.2995
0.3192,-0.2346,0.2258
0.3428,-0.1716,0.1580
0.3095,-0.1541,0.2281
0.1931,-0.1288,0.3123
0.1514,-0.2319,0.3127
0.2992,-0.1855,0.3106
0.3070,-0.1799,0.1573
0.3342,-0.1788,0.3047
0.3262,-0.2159,0.1908
0.3037,-0.1738,0.1779
0.3812,-0.1467,0.2869
0.2857,-0.1927,0.2053
0.3312,-0.1489,0.2241
0.3330,-0.2839,0.2464
0.2973,-0.2724,0.2157
0.3828,-0.1300,0.2944
0.3396,-0.1865,0.2761
0.2423,-0.2461,0.2748
0.3417,-0.2555,0.1775
0.2674,-0.1802,0.2817
0.3769,-0.2089,0.2451
0.3857,-0.2117,0.2512
0.3529,-0.1342,0.2597
0.3778,-0.1818,0.2662
0.3109,-0.1516,0.2912
0.3614,-0.2448,0.1744
0.2888,-0.1761,0.2824
0.4074,-0.1993,0.1849
0.3330,-0.1629,0.1829
0.3780,-0.1080,0.2786
0.3326,-0.2481,0.2489
0.2769,-0.1548,0.3019
0.3763,-0.2192,0.2824
0.3114,-0.1101,0.3114
0.2777,-0.1891,0.2401
0.3119,-0.1668,0.1998
0.2767,-0.1894,0.3080
0.3936,-0.1753,0.2512
0.4060,-0.2202,0.2913
0.3050,-0.2024,0.2176
0.3210,-0.1150,0.2124
0.4347,-0.2073,0.3118
0.2997,-0.2018,0.1989
0.3999,-0.2077,0.2164
0.2619,-0.1761,0.2855
0.2831,-0.2573,0.2469
0.3066,-0.1513,0.2837
0.2960,-0.1930,0.2943
0.2598,-0.2527,0.2884
0.3042,-0.1919,0.1843
0.3214,-0.2238,0.2008
0.4492,-0.0634,0.2316
